Indice,Probabilidad,Resultado
7577,0.2444657,No exoplaneta
7578,0.3514105,No exoplaneta
7579,0.716997,Exoplaneta
7580,0.09827529,No exoplaneta
7581,0.10943947,No exoplaneta
7582,0.43592316,No exoplaneta
7583,0.7742538,Exoplaneta
7584,0.7067385,Exoplaneta
7585,0.63516206,Exoplaneta
7586,0.33688238,No exoplaneta
7587,0.0030450732,No exoplaneta
7588,0.23754917,No exoplaneta
7589,0.9489013,Exoplaneta
7590,0.4297588,No exoplaneta
7591,0.4379331,No exoplaneta
7592,0.2770936,No exoplaneta
7593,0.23145957,No exoplaneta
7594,0.56667763,Exoplaneta
7595,0.13174462,No exoplaneta
7596,0.22512925,No exoplaneta
7597,0.2668515,No exoplaneta
7598,0.24787697,No exoplaneta
7599,0.10288031,No exoplaneta
7600,0.2636613,No exoplaneta
7601,0.25861472,No exoplaneta
7602,0.6757392,Exoplaneta
7603,0.019869791,No exoplaneta
7604,0.7755901,Exoplaneta
7605,0.34494612,No exoplaneta
7606,0.5031662,Exoplaneta
7607,0.92235553,Exoplaneta
7608,0.6303161,Exoplaneta
7609,0.08326869,No exoplaneta
7610,0.45843405,No exoplaneta
7611,0.07613845,No exoplaneta
7612,0.5800927,Exoplaneta
7613,0.94090444,Exoplaneta
7614,0.14522305,No exoplaneta
7615,0.75014234,Exoplaneta
7616,0.5061649,Exoplaneta
7617,0.42565584,No exoplaneta
7618,0.7434062,Exoplaneta
7619,0.53244334,Exoplaneta
7620,0.89910054,Exoplaneta
7621,0.09300114,No exoplaneta
7622,0.6666256,Exoplaneta
7623,0.60653174,Exoplaneta
7624,0.15686716,No exoplaneta
7625,0.1668073,No exoplaneta
7626,0.49089304,No exoplaneta
7627,0.16244252,No exoplaneta
7628,0.08556975,No exoplaneta
7629,0.31211886,No exoplaneta
7630,0.15951012,No exoplaneta
7631,0.7762883,Exoplaneta
7632,0.09525101,No exoplaneta
7633,0.22217904,No exoplaneta
7634,0.071894035,No exoplaneta
7635,0.12604786,No exoplaneta
7636,0.1482349,No exoplaneta
7637,0.059485123,No exoplaneta
7638,0.13504061,No exoplaneta
7639,0.15922558,No exoplaneta
7640,0.68310076,Exoplaneta
7641,0.12527753,No exoplaneta
7642,0.07565504,No exoplaneta
7643,0.11455582,No exoplaneta
7644,0.3335247,No exoplaneta
7645,0.2566045,No exoplaneta
7646,0.17210418,No exoplaneta
7647,0.7163127,Exoplaneta
7648,0.38024676,No exoplaneta
7649,0.22322753,No exoplaneta
7650,0.54395,Exoplaneta
7651,0.11182341,No exoplaneta
7652,0.3321954,No exoplaneta
7653,0.08290209,No exoplaneta
7654,0.40869394,No exoplaneta
7655,0.7573017,Exoplaneta
7656,0.3365564,No exoplaneta
7657,0.14329225,No exoplaneta
7658,0.05091778,No exoplaneta
7659,0.6736528,Exoplaneta
7660,0.08047765,No exoplaneta
7661,0.44152018,No exoplaneta
7662,0.117304996,No exoplaneta
7663,0.06699851,No exoplaneta
7664,0.8892245,Exoplaneta
7665,0.5529825,Exoplaneta
7666,0.7989126,Exoplaneta
7667,0.08317883,No exoplaneta
7668,0.12201807,No exoplaneta
7669,0.06740228,No exoplaneta
7670,0.17013349,No exoplaneta
7671,0.21011463,No exoplaneta
7672,0.23586315,No exoplaneta
7673,0.14183782,No exoplaneta
7674,0.12184865,No exoplaneta
7675,0.10209533,No exoplaneta
7676,0.5469448,Exoplaneta
7677,0.8965124,Exoplaneta
7678,0.7741702,Exoplaneta
7679,0.14065595,No exoplaneta
7680,0.10480963,No exoplaneta
7681,0.51776797,Exoplaneta
7682,0.1917315,No exoplaneta
7683,0.106781736,No exoplaneta
7684,0.18210268,No exoplaneta
7685,0.7544741,Exoplaneta
7686,0.14435291,No exoplaneta
7687,0.5597727,Exoplaneta
7688,0.1588314,No exoplaneta
7689,0.6162332,Exoplaneta
7690,0.12272134,No exoplaneta
7691,0.5566642,Exoplaneta
7692,0.078034155,No exoplaneta
7693,0.75711715,Exoplaneta
7694,0.67611927,Exoplaneta
7695,0.16326475,No exoplaneta
7696,0.09913971,No exoplaneta
7697,0.10840236,No exoplaneta
7698,0.17887941,No exoplaneta
7699,0.47041863,No exoplaneta
7700,0.8464949,Exoplaneta
7701,0.8837118,Exoplaneta
7702,0.077411205,No exoplaneta
7703,0.74841887,Exoplaneta
7704,0.07594591,No exoplaneta
7705,0.44929492,No exoplaneta
7706,0.061970353,No exoplaneta
7707,0.17499548,No exoplaneta
7708,0.07015882,No exoplaneta
7709,0.16873401,No exoplaneta
7710,0.43132928,No exoplaneta
7711,0.07952581,No exoplaneta
7712,0.5570591,Exoplaneta
7713,0.84552866,Exoplaneta
7714,0.2950036,No exoplaneta
7715,0.3031113,No exoplaneta
7716,0.07246367,No exoplaneta
7717,0.13875674,No exoplaneta
7718,0.46783382,No exoplaneta
7719,0.20078811,No exoplaneta
7720,0.40182126,No exoplaneta
7721,0.15467283,No exoplaneta
7722,0.08058369,No exoplaneta
7723,0.56087047,Exoplaneta
7724,0.09841555,No exoplaneta
7725,0.62529916,Exoplaneta
7726,0.21354048,No exoplaneta
7727,0.1853492,No exoplaneta
7728,0.08479256,No exoplaneta
7729,0.77064335,Exoplaneta
7730,0.5391473,Exoplaneta
7731,0.2601505,No exoplaneta
7732,0.32223925,No exoplaneta
7733,0.8106994,Exoplaneta
7734,0.5485624,Exoplaneta
7735,0.09193888,No exoplaneta
7736,0.49493977,No exoplaneta
7737,0.40966654,No exoplaneta
7738,0.48917422,No exoplaneta
7739,0.5355552,Exoplaneta
7740,0.5265251,Exoplaneta
7741,0.070911855,No exoplaneta
7742,0.42185476,No exoplaneta
7743,0.09774844,No exoplaneta
7744,0.285461,No exoplaneta
7745,0.38225543,No exoplaneta
7746,0.36905465,No exoplaneta
7747,0.3156907,No exoplaneta
7748,0.1429168,No exoplaneta
7749,0.6159887,Exoplaneta
7750,0.26274535,No exoplaneta
7751,0.08543194,No exoplaneta
7752,0.279674,No exoplaneta
7753,0.74994427,Exoplaneta
7754,0.034752164,No exoplaneta
7755,0.094317146,No exoplaneta
7756,0.78477114,Exoplaneta
7757,0.14909315,No exoplaneta
7758,0.08044823,No exoplaneta
7759,0.29232132,No exoplaneta
7760,0.90882725,Exoplaneta
7761,0.13137116,No exoplaneta
7762,0.11893058,No exoplaneta
7763,0.55461943,Exoplaneta
7764,0.1020677,No exoplaneta
7765,0.34938738,No exoplaneta
7766,0.8472346,Exoplaneta
7767,0.047653757,No exoplaneta
7768,0.44408965,No exoplaneta
7769,0.23519321,No exoplaneta
7770,0.08357017,No exoplaneta
7771,0.6895438,Exoplaneta
7772,0.80234206,Exoplaneta
7773,0.32796487,No exoplaneta
7774,0.83242184,Exoplaneta
7775,0.16422367,No exoplaneta
7776,0.2304402,No exoplaneta
7777,0.68961567,Exoplaneta
7778,0.14064983,No exoplaneta
7779,0.1684031,No exoplaneta
7780,0.43091342,No exoplaneta
7781,0.28133857,No exoplaneta
7782,0.04060017,No exoplaneta
7783,0.07027767,No exoplaneta
7784,0.09946912,No exoplaneta
7785,0.08817439,No exoplaneta
7786,0.41868258,No exoplaneta
7787,0.42769384,No exoplaneta
7788,0.43397307,No exoplaneta
7789,0.7851408,Exoplaneta
7790,0.200439,No exoplaneta
7791,0.3476615,No exoplaneta
7792,0.85911053,Exoplaneta
7793,0.55618435,Exoplaneta
7794,0.082942985,No exoplaneta
7795,0.057230406,No exoplaneta
7796,0.13807344,No exoplaneta
7797,0.77015513,Exoplaneta
7798,0.23901519,No exoplaneta
7799,0.56034166,Exoplaneta
7800,0.2272601,No exoplaneta
7801,0.6343392,Exoplaneta
7802,0.61824065,Exoplaneta
7803,0.18071,No exoplaneta
7804,0.108147554,No exoplaneta
7805,0.08894133,No exoplaneta
7806,0.32274947,No exoplaneta
7807,0.0626297,No exoplaneta
7808,0.3498013,No exoplaneta
7809,0.18507005,No exoplaneta
7810,0.18803091,No exoplaneta
7811,0.7223813,Exoplaneta
7812,0.45344448,No exoplaneta
7813,0.11149514,No exoplaneta
7814,0.55472404,Exoplaneta
7815,0.11726619,No exoplaneta
7816,0.13577043,No exoplaneta
7817,0.22156438,No exoplaneta
7818,0.056832027,No exoplaneta
7819,0.2822536,No exoplaneta
7820,0.70427334,Exoplaneta
7821,0.47568393,No exoplaneta
7822,0.6719833,Exoplaneta
7823,0.14186637,No exoplaneta
7824,0.36874843,No exoplaneta
7825,0.16202708,No exoplaneta
7826,0.3810366,No exoplaneta
7827,0.5714998,Exoplaneta
7828,0.90104336,Exoplaneta
7829,0.30564335,No exoplaneta
7830,0.27556556,No exoplaneta
7831,0.44107822,No exoplaneta
7832,0.097803466,No exoplaneta
7833,0.1037498,No exoplaneta
7834,0.092625655,No exoplaneta
7835,0.5166839,Exoplaneta
7836,0.099899784,No exoplaneta
7837,0.663469,Exoplaneta
7838,0.03593753,No exoplaneta
7839,0.66067755,Exoplaneta
7840,0.47510827,No exoplaneta
7841,0.1383254,No exoplaneta
7842,0.11464666,No exoplaneta
7843,0.026585499,No exoplaneta
7844,0.45487145,No exoplaneta
7845,0.29096094,No exoplaneta
7846,0.30145305,No exoplaneta
7847,0.25029263,No exoplaneta
7848,0.35903645,No exoplaneta
7849,0.36055028,No exoplaneta
7850,0.2582415,No exoplaneta
7851,0.22973065,No exoplaneta
7852,0.22683145,No exoplaneta
7853,0.13564022,No exoplaneta
7854,0.092912644,No exoplaneta
7855,0.11005999,No exoplaneta
7856,0.33802274,No exoplaneta
7857,0.16993988,No exoplaneta
7858,0.18658175,No exoplaneta
7859,0.75287807,Exoplaneta
7860,0.18649319,No exoplaneta
7861,0.027091764,No exoplaneta
7862,0.07995486,No exoplaneta
7863,0.17014448,No exoplaneta
7864,0.11016092,No exoplaneta
7865,0.20633379,No exoplaneta
7866,0.6466764,Exoplaneta
7867,0.08373069,No exoplaneta
7868,0.6642725,Exoplaneta
7869,0.40426078,No exoplaneta
7870,0.07692051,No exoplaneta
7871,0.073330775,No exoplaneta
7872,0.95310163,Exoplaneta
7873,0.12749451,No exoplaneta
7874,0.021212734,No exoplaneta
7875,0.08559181,No exoplaneta
7876,0.0811046,No exoplaneta
7877,0.5316944,Exoplaneta
7878,0.2131256,No exoplaneta
7879,0.44752637,No exoplaneta
7880,0.6647557,Exoplaneta
7881,0.06333673,No exoplaneta
7882,0.56786335,Exoplaneta
7883,0.10104361,No exoplaneta
7884,0.7588486,Exoplaneta
7885,0.6428076,Exoplaneta
7886,0.7299747,Exoplaneta
7887,0.23289672,No exoplaneta
7888,0.769667,Exoplaneta
7889,0.71507746,Exoplaneta
7890,0.106960125,No exoplaneta
7891,0.06281472,No exoplaneta
7892,0.65828115,Exoplaneta
7893,0.6012183,Exoplaneta
7894,0.27771062,No exoplaneta
7895,0.08809616,No exoplaneta
7896,0.42611864,No exoplaneta
7897,0.5329776,Exoplaneta
7898,0.8871417,Exoplaneta
7899,0.7135823,Exoplaneta
7900,0.24799508,No exoplaneta
7901,0.393562,No exoplaneta
7902,0.7119204,Exoplaneta
7903,0.49173006,No exoplaneta
7904,0.110908926,No exoplaneta
7905,0.13075757,No exoplaneta
7906,0.6895045,Exoplaneta
7907,0.12572236,No exoplaneta
7908,0.479269,No exoplaneta
7909,0.37842512,No exoplaneta
7910,0.39079344,No exoplaneta
7911,0.07267786,No exoplaneta
7912,0.015844572,No exoplaneta
7913,0.56477344,Exoplaneta
7914,0.5392847,Exoplaneta
7915,0.30501196,No exoplaneta
7916,0.87791294,Exoplaneta
7917,0.1509091,No exoplaneta
7918,0.041101255,No exoplaneta
7919,0.25457478,No exoplaneta
7920,0.71289575,Exoplaneta
7921,0.3650825,No exoplaneta
7922,0.78037584,Exoplaneta
7923,0.8903623,Exoplaneta
7924,0.19790147,No exoplaneta
7925,0.15285929,No exoplaneta
7926,0.3590771,No exoplaneta
7927,0.5358537,Exoplaneta
7928,0.3424967,No exoplaneta
7929,0.34139574,No exoplaneta
7930,0.31623077,No exoplaneta
7931,0.80183727,Exoplaneta
7932,0.0719049,No exoplaneta
7933,0.27393955,No exoplaneta
7934,0.25186676,No exoplaneta
7935,0.1625123,No exoplaneta
7936,0.093642704,No exoplaneta
7937,0.050664682,No exoplaneta
7938,0.09219724,No exoplaneta
7939,0.0907846,No exoplaneta
7940,0.12747853,No exoplaneta
7941,0.47725052,No exoplaneta
7942,0.060202904,No exoplaneta
7943,0.455278,No exoplaneta
7944,0.08342501,No exoplaneta
7945,0.41915444,No exoplaneta
7946,0.20128685,No exoplaneta
7947,0.35412788,No exoplaneta
7948,0.15073662,No exoplaneta
7949,0.12310366,No exoplaneta
7950,0.12077461,No exoplaneta
7951,0.45017222,No exoplaneta
7952,0.4093543,No exoplaneta
7953,0.35588893,No exoplaneta
7954,0.11528228,No exoplaneta
7955,0.1047876,No exoplaneta
7956,0.2978969,No exoplaneta
7957,0.12316633,No exoplaneta
7958,0.08236141,No exoplaneta
7959,0.19758786,No exoplaneta
7960,0.12360869,No exoplaneta
7961,0.22370926,No exoplaneta
7962,0.5008705,Exoplaneta
7963,0.09150899,No exoplaneta
7964,0.055030152,No exoplaneta
7965,0.044265196,No exoplaneta
7966,0.02101771,No exoplaneta
7967,0.09988634,No exoplaneta
7968,0.8157171,Exoplaneta
7969,0.106879935,No exoplaneta
7970,0.60799605,Exoplaneta
7971,0.72886825,Exoplaneta
7972,0.070508905,No exoplaneta
7973,0.21481338,No exoplaneta
7974,0.15445498,No exoplaneta
7975,0.28549096,No exoplaneta
7976,0.43779382,No exoplaneta
7977,0.4192612,No exoplaneta
7978,0.10948354,No exoplaneta
7979,0.055125885,No exoplaneta
7980,0.09844627,No exoplaneta
7981,0.43751916,No exoplaneta
7982,0.112337895,No exoplaneta
7983,0.22038367,No exoplaneta
7984,0.08101077,No exoplaneta
7985,0.6036579,Exoplaneta
7986,0.5888916,Exoplaneta
7987,0.3954744,No exoplaneta
7988,0.024293583,No exoplaneta
7989,0.43891087,No exoplaneta
7990,0.5702006,Exoplaneta
7991,0.03572854,No exoplaneta
7992,0.067642264,No exoplaneta
7993,0.08418876,No exoplaneta
7994,0.5239775,Exoplaneta
7995,0.18888879,No exoplaneta
7996,0.22525527,No exoplaneta
7997,0.42286673,No exoplaneta
7998,0.19246098,No exoplaneta
7999,0.05423597,No exoplaneta
8000,0.11845978,No exoplaneta
8001,0.17997086,No exoplaneta
8002,0.09048259,No exoplaneta
8003,0.4342467,No exoplaneta
8004,0.23570655,No exoplaneta
8005,0.5433857,Exoplaneta
8006,0.13795471,No exoplaneta
8007,0.10752066,No exoplaneta
8008,0.052587893,No exoplaneta
8009,0.24823709,No exoplaneta
8010,0.19627586,No exoplaneta
8011,0.18028918,No exoplaneta
8012,0.3727202,No exoplaneta
8013,0.00011443011,No exoplaneta
8014,0.22709493,No exoplaneta
8015,0.30169958,No exoplaneta
8016,0.572654,Exoplaneta
8017,0.1391366,No exoplaneta
8018,0.21677977,No exoplaneta
8019,0.31046075,No exoplaneta
8020,0.6618128,Exoplaneta
8021,0.45151773,No exoplaneta
8022,0.43334168,No exoplaneta
8023,0.44294235,No exoplaneta
8024,0.50553215,Exoplaneta
8025,0.3835645,No exoplaneta
8026,0.102200694,No exoplaneta
8027,0.19176526,No exoplaneta
8028,0.11592537,No exoplaneta
8029,0.3895208,No exoplaneta
8030,0.53290546,Exoplaneta
8031,0.041675847,No exoplaneta
8032,0.09003066,No exoplaneta
8033,0.54678106,Exoplaneta
8034,0.6213868,Exoplaneta
8035,0.20215344,No exoplaneta
8036,0.44062448,No exoplaneta
8037,0.42752057,No exoplaneta
8038,0.059061732,No exoplaneta
8039,0.25485843,No exoplaneta
8040,0.25579458,No exoplaneta
8041,0.5151344,Exoplaneta
8042,0.7141233,Exoplaneta
8043,0.14189433,No exoplaneta
8044,0.09157427,No exoplaneta
8045,0.16417997,No exoplaneta
8046,0.07942602,No exoplaneta
8047,0.5417015,Exoplaneta
8048,0.34650946,No exoplaneta
8049,0.49710143,No exoplaneta
8050,0.34474367,No exoplaneta
8051,0.069081515,No exoplaneta
8052,0.126194,No exoplaneta
8053,0.21688199,No exoplaneta
8054,0.18720058,No exoplaneta
8055,0.6062429,Exoplaneta
8056,0.07495259,No exoplaneta
8057,0.15254518,No exoplaneta
8058,0.56536067,Exoplaneta
8059,0.18383898,No exoplaneta
8060,0.89444065,Exoplaneta
8061,0.78502345,Exoplaneta
8062,0.32857972,No exoplaneta
8063,0.2444646,No exoplaneta
8064,0.33201122,No exoplaneta
8065,0.70280933,Exoplaneta
8066,0.09706416,No exoplaneta
8067,0.40091732,No exoplaneta
8068,0.82320863,Exoplaneta
8069,0.09226546,No exoplaneta
8070,0.16280039,No exoplaneta
8071,0.5158335,Exoplaneta
8072,0.51146215,Exoplaneta
8073,0.21316023,No exoplaneta
8074,0.09559328,No exoplaneta
8075,0.20506781,No exoplaneta
8076,0.30243605,No exoplaneta
8077,0.6163908,Exoplaneta
8078,0.45785603,No exoplaneta
8079,0.200006,No exoplaneta
8080,0.5227072,Exoplaneta
8081,0.14145178,No exoplaneta
8082,0.8470379,Exoplaneta
8083,0.41036287,No exoplaneta
8084,0.4374341,No exoplaneta
8085,0.47505778,No exoplaneta
8086,0.82486767,Exoplaneta
8087,0.060289565,No exoplaneta
8088,0.7110776,Exoplaneta
8089,0.55324435,Exoplaneta
8090,0.8412984,Exoplaneta
8091,0.32339028,No exoplaneta
8092,0.41895688,No exoplaneta
8093,0.30244142,No exoplaneta
8094,0.22803757,No exoplaneta
8095,0.25573066,No exoplaneta
8096,0.45971707,No exoplaneta
8097,0.5185611,Exoplaneta
8098,0.074066415,No exoplaneta
8099,0.2839599,No exoplaneta
8100,0.04120474,No exoplaneta
8101,0.34750962,No exoplaneta
8102,0.2926248,No exoplaneta
8103,0.17152745,No exoplaneta
8104,0.18224062,No exoplaneta
8105,0.53481114,Exoplaneta
8106,0.45593032,No exoplaneta
8107,0.2434446,No exoplaneta
8108,0.085339226,No exoplaneta
8109,0.3275935,No exoplaneta
8110,0.44316626,No exoplaneta
8111,0.44421345,No exoplaneta
8112,0.25725523,No exoplaneta
8113,0.12536024,No exoplaneta
8114,0.6312022,Exoplaneta
8115,0.33662882,No exoplaneta
8116,0.23062341,No exoplaneta
8117,0.14141586,No exoplaneta
8118,0.16878271,No exoplaneta
8119,0.75195676,Exoplaneta
8120,0.37566185,No exoplaneta
8121,0.18842232,No exoplaneta
8122,0.48698518,No exoplaneta
8123,0.51423705,Exoplaneta
8124,0.2846142,No exoplaneta
8125,0.046602305,No exoplaneta
8126,0.12885833,No exoplaneta
8127,0.5331072,Exoplaneta
8128,0.18024991,No exoplaneta
8129,0.08882487,No exoplaneta
8130,0.58844906,Exoplaneta
8131,0.04679988,No exoplaneta
8132,0.34026986,No exoplaneta
8133,0.29191473,No exoplaneta
8134,0.11668368,No exoplaneta
8135,0.5843451,Exoplaneta
8136,0.62104326,Exoplaneta
8137,0.53204846,Exoplaneta
8138,0.1054019,No exoplaneta
8139,0.7447175,Exoplaneta
8140,0.37630022,No exoplaneta
8141,0.0039922423,No exoplaneta
8142,0.36456242,No exoplaneta
8143,0.7035553,Exoplaneta
8144,0.087885626,No exoplaneta
8145,0.14264472,No exoplaneta
8146,0.10498679,No exoplaneta
8147,0.7780266,Exoplaneta
8148,0.24475949,No exoplaneta
8149,0.6515669,Exoplaneta
8150,0.31940782,No exoplaneta
8151,0.16202061,No exoplaneta
8152,0.53661275,Exoplaneta
8153,0.46553713,No exoplaneta
8154,0.12067113,No exoplaneta
8155,0.11121183,No exoplaneta
8156,0.049306665,No exoplaneta
8157,0.10337902,No exoplaneta
8158,0.56049246,Exoplaneta
8159,0.64931184,Exoplaneta
8160,0.31693393,No exoplaneta
8161,0.35378093,No exoplaneta
8162,0.0730191,No exoplaneta
8163,0.10306665,No exoplaneta
8164,0.5994358,Exoplaneta
8165,0.081111856,No exoplaneta
8166,0.011399306,No exoplaneta
8167,0.66660607,Exoplaneta
8168,0.1572008,No exoplaneta
8169,0.09852165,No exoplaneta
8170,4.2733456e-10,No exoplaneta
8171,0.08178605,No exoplaneta
8172,0.34902856,No exoplaneta
8173,0.2362779,No exoplaneta
8174,0.44022346,No exoplaneta
8175,0.437289,No exoplaneta
8176,0.4962975,No exoplaneta
8177,0.25088224,No exoplaneta
8178,0.17516176,No exoplaneta
8179,0.21794756,No exoplaneta
8180,0.49618056,No exoplaneta
8181,0.6262413,Exoplaneta
8182,0.33299994,No exoplaneta
8183,0.44430646,No exoplaneta
8184,0.5308735,Exoplaneta
8185,0.11114847,No exoplaneta
8186,0.28563792,No exoplaneta
8187,0.57644504,Exoplaneta
8188,0.62594247,Exoplaneta
8189,0.16564566,No exoplaneta
8190,0.11766836,No exoplaneta
8191,0.584363,Exoplaneta
8192,0.54799604,Exoplaneta
8193,0.11031999,No exoplaneta
8194,0.2947756,No exoplaneta
8195,0.29580078,No exoplaneta
8196,0.3073237,No exoplaneta
8197,0.45338538,No exoplaneta
8198,0.2052896,No exoplaneta
8199,0.22668912,No exoplaneta
8200,0.23967166,No exoplaneta
8201,0.24788027,No exoplaneta
8202,0.4386208,No exoplaneta
8203,0.58308643,Exoplaneta
8204,0.6541488,Exoplaneta
8205,0.18075687,No exoplaneta
8206,0.6979172,Exoplaneta
8207,0.10202712,No exoplaneta
8208,0.09948255,No exoplaneta
8209,0.14608312,No exoplaneta
8210,0.110064596,No exoplaneta
8211,0.45474276,No exoplaneta
8212,0.13924597,No exoplaneta
8213,0.08209389,No exoplaneta
8214,0.7001427,Exoplaneta
8215,0.32654095,No exoplaneta
8216,0.4396602,No exoplaneta
8217,0.07896653,No exoplaneta
8218,0.6180095,Exoplaneta
8219,0.36115238,No exoplaneta
8220,0.5196906,Exoplaneta
8221,0.23474781,No exoplaneta
8222,0.09867936,No exoplaneta
8223,0.72391623,Exoplaneta
8224,0.08860779,No exoplaneta
8225,0.085056834,No exoplaneta
8226,0.51095194,Exoplaneta
8227,0.7105687,Exoplaneta
8228,0.12129539,No exoplaneta
8229,0.074893914,No exoplaneta
8230,0.3587538,No exoplaneta
8231,0.6521494,Exoplaneta
8232,0.45477802,No exoplaneta
8233,0.7403571,Exoplaneta
8234,0.2460796,No exoplaneta
8235,0.10770078,No exoplaneta
8236,0.11435861,No exoplaneta
8237,0.47150016,No exoplaneta
8238,0.04730874,No exoplaneta
8239,0.48281428,No exoplaneta
8240,0.20430766,No exoplaneta
8241,0.43664718,No exoplaneta
8242,0.08929155,No exoplaneta
8243,0.6266315,Exoplaneta
8244,0.22642078,No exoplaneta
8245,0.3953279,No exoplaneta
8246,0.6681597,Exoplaneta
8247,0.48072493,No exoplaneta
8248,0.67469096,Exoplaneta
8249,0.3468237,No exoplaneta
8250,0.09532902,No exoplaneta
8251,0.21373498,No exoplaneta
8252,0.22382675,No exoplaneta
8253,0.440319,No exoplaneta
8254,0.05685944,No exoplaneta
8255,0.5420851,Exoplaneta
8256,0.1393204,No exoplaneta
8257,0.06368747,No exoplaneta
8258,0.16059,No exoplaneta
8259,0.06632524,No exoplaneta
8260,0.18539046,No exoplaneta
8261,0.20981306,No exoplaneta
8262,0.58604723,Exoplaneta
8263,0.4425255,No exoplaneta
8264,0.40865475,No exoplaneta
8265,0.07471923,No exoplaneta
8266,0.1088047,No exoplaneta
8267,0.022711545,No exoplaneta
8268,0.60889196,Exoplaneta
8269,0.35779175,No exoplaneta
8270,0.29015106,No exoplaneta
8271,0.8979923,Exoplaneta
8272,0.0060173753,No exoplaneta
8273,0.12636478,No exoplaneta
8274,0.20217757,No exoplaneta
8275,0.15407085,No exoplaneta
8276,0.46597293,No exoplaneta
8277,0.19343905,No exoplaneta
8278,0.34382638,No exoplaneta
8279,0.08832569,No exoplaneta
8280,0.17047438,No exoplaneta
8281,0.2963761,No exoplaneta
8282,0.050449256,No exoplaneta
8283,0.21947122,No exoplaneta
8284,0.020497214,No exoplaneta
8285,0.12893574,No exoplaneta
8286,0.040887084,No exoplaneta
8287,0.296705,No exoplaneta
8288,0.14691083,No exoplaneta
8289,0.63234425,Exoplaneta
8290,0.46242842,No exoplaneta
8291,0.3740218,No exoplaneta
8292,0.32064,No exoplaneta
8293,0.08986616,No exoplaneta
8294,0.08716604,No exoplaneta
8295,0.06617351,No exoplaneta
8296,0.61647403,Exoplaneta
8297,0.11726704,No exoplaneta
8298,0.091680035,No exoplaneta
8299,0.40584567,No exoplaneta
8300,0.38968563,No exoplaneta
8301,0.1989549,No exoplaneta
8302,0.6928743,Exoplaneta
8303,0.39012575,No exoplaneta
8304,0.1379301,No exoplaneta
8305,0.3871955,No exoplaneta
8306,0.74299175,Exoplaneta
8307,0.37052563,No exoplaneta
8308,0.5486556,Exoplaneta
8309,0.23624842,No exoplaneta
8310,0.39393774,No exoplaneta
8311,0.081469424,No exoplaneta
8312,0.74734384,Exoplaneta
8313,0.21557319,No exoplaneta
8314,0.18737827,No exoplaneta
8315,0.33675858,No exoplaneta
8316,0.115924075,No exoplaneta
8317,0.51730055,Exoplaneta
8318,0.12189551,No exoplaneta
8319,0.28979075,No exoplaneta
8320,0.10029191,No exoplaneta
8321,0.7124048,Exoplaneta
8322,0.20723939,No exoplaneta
8323,0.7878561,Exoplaneta
8324,0.86890906,Exoplaneta
8325,0.5777755,Exoplaneta
8326,0.1822205,No exoplaneta
8327,0.2562793,No exoplaneta
8328,0.36535975,No exoplaneta
8329,0.25060633,No exoplaneta
8330,0.59154993,Exoplaneta
8331,0.83917123,Exoplaneta
8332,0.08943945,No exoplaneta
8333,0.4952052,No exoplaneta
8334,0.18272743,No exoplaneta
8335,0.09511399,No exoplaneta
8336,0.21730354,No exoplaneta
8337,0.6399339,Exoplaneta
8338,0.106176555,No exoplaneta
8339,0.0835187,No exoplaneta
8340,0.09401094,No exoplaneta
8341,0.823444,Exoplaneta
8342,0.06663781,No exoplaneta
8343,0.22963531,No exoplaneta
8344,0.3465074,No exoplaneta
8345,0.27169514,No exoplaneta
8346,0.3884515,No exoplaneta
8347,0.070047624,No exoplaneta
8348,0.21716581,No exoplaneta
8349,0.7404731,Exoplaneta
8350,0.06857935,No exoplaneta
8351,0.03445829,No exoplaneta
8352,0.42968428,No exoplaneta
8353,0.20472571,No exoplaneta
8354,0.062198736,No exoplaneta
8355,0.78831965,Exoplaneta
8356,0.5953119,Exoplaneta
8357,0.19309728,No exoplaneta
8358,0.27320114,No exoplaneta
8359,0.20921923,No exoplaneta
8360,0.24666916,No exoplaneta
8361,0.17771715,No exoplaneta
8362,0.32806286,No exoplaneta
8363,0.20577565,No exoplaneta
8364,0.43452668,No exoplaneta
8365,0.25966156,No exoplaneta
8366,0.16336726,No exoplaneta
8367,0.31224817,No exoplaneta
8368,0.20058052,No exoplaneta
8369,0.16130997,No exoplaneta
8370,0.23748079,No exoplaneta
8371,0.1801534,No exoplaneta
8372,0.110762574,No exoplaneta
8373,0.02966507,No exoplaneta
8374,0.10527637,No exoplaneta
8375,0.5565261,Exoplaneta
8376,0.13718066,No exoplaneta
8377,0.066347055,No exoplaneta
8378,0.76155514,Exoplaneta
8379,0.09069799,No exoplaneta
8380,0.11545264,No exoplaneta
8381,0.145964,No exoplaneta
8382,0.45979133,No exoplaneta
8383,0.4923475,No exoplaneta
8384,0.1518857,No exoplaneta
8385,0.07767876,No exoplaneta
8386,0.12822863,No exoplaneta
8387,0.4003361,No exoplaneta
8388,0.25444487,No exoplaneta
8389,0.13708834,No exoplaneta
8390,0.07772915,No exoplaneta
8391,0.10399599,No exoplaneta
8392,0.33009303,No exoplaneta
8393,0.072959825,No exoplaneta
8394,0.1360927,No exoplaneta
8395,0.5357118,Exoplaneta
8396,0.41504496,No exoplaneta
8397,0.15106243,No exoplaneta
8398,0.10501399,No exoplaneta
8399,0.048774205,No exoplaneta
